,music,pets,flying,storm,darkness,heights,spiders,snakes,rats,ageing,dangerous_dogs,fear_of_public_speaking,smoking,alcohol,parents'_advice,internet_usage,branded_clothing,gender,left_-_right_handed,only_child
171,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,1.0,tried smoking,social drinker,3.0,few hours a day,5.0,male,right handed,yes
172,5.0,3.0,3.0,1.0,3.0,2.0,1.0,1,1.0,4.0,4.0,5.0,tried smoking,social drinker,4.0,most of the day,1.0,male,right handed,no
173,5.0,5.0,1.0,1.0,2.0,3.0,2.0,4,3.0,2.0,1.0,4.0,never smoked,social drinker,4.0,most of the day,3.0,male,right handed,no
174,5.0,3.0,1.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,,former smoker,social drinker,3.0,few hours a day,4.0,male,right handed,yes
175,5.0,5.0,2.0,1.0,4.0,1.0,3.0,5,1.0,4.0,2.0,3.0,never smoked,never,3.0,few hours a day,1.0,female,right handed,yes
176,5.0,4.0,2.0,1.0,1.0,3.0,1.0,1,1.0,1.0,1.0,1.0,former smoker,social drinker,4.0,less than an hour a day,2.0,male,right handed,yes
177,5.0,5.0,3.0,1.0,2.0,,1.0,2,3.0,5.0,1.0,3.0,tried smoking,never,3.0,few hours a day,3.0,male,right handed,no
178,4.0,3.0,2.0,2.0,2.0,4.0,2.0,1,1.0,5.0,3.0,3.0,tried smoking,social drinker,3.0,few hours a day,1.0,female,right handed,no
179,4.0,4.0,2.0,2.0,4.0,2.0,5.0,1,1.0,3.0,5.0,2.0,tried smoking,never,3.0,few hours a day,5.0,male,right handed,no
180,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,current smoker,social drinker,2.0,few hours a day,5.0,male,right handed,yes
181,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2,3.0,2.0,2.0,2.0,never smoked,social drinker,4.0,few hours a day,2.0,male,right handed,yes
182,5.0,5.0,2.0,3.0,2.0,1.0,5.0,4,2.0,1.0,2.0,3.0,tried smoking,social drinker,4.0,few hours a day,2.0,female,right handed,yes
183,5.0,5.0,2.0,2.0,2.0,2.0,3.0,1,2.0,1.0,1.0,1.0,tried smoking,drink a lot,2.0,few hours a day,3.0,male,right handed,no
184,5.0,2.0,3.0,5.0,1.0,3.0,2.0,5,2.0,4.0,5.0,3.0,former smoker,drink a lot,3.0,few hours a day,4.0,female,right handed,yes
185,3.0,5.0,1.0,5.0,1.0,1.0,3.0,5,3.0,3.0,4.0,2.0,never smoked,never,3.0,less than an hour a day,2.0,female,right handed,no
186,4.0,4.0,2.0,3.0,3.0,2.0,5.0,5,5.0,4.0,4.0,3.0,tried smoking,social drinker,3.0,less than an hour a day,3.0,female,right handed,no
187,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,4.0,3.0,never smoked,social drinker,3.0,few hours a day,1.0,female,right handed,no
188,3.0,,3.0,3.0,4.0,1.0,2.0,5,5.0,,5.0,4.0,never smoked,social drinker,4.0,less than an hour a day,5.0,female,left handed,no
189,5.0,1.0,1.0,1.0,2.0,2.0,3.0,3,2.0,2.0,2.0,5.0,never smoked,social drinker,3.0,few hours a day,2.0,female,right handed,no
190,4.0,2.0,2.0,2.0,2.0,2.0,5.0,1,2.0,3.0,2.0,3.0,never smoked,social drinker,4.0,few hours a day,4.0,female,left handed,no
191,5.0,2.0,3.0,2.0,2.0,2.0,1.0,3,3.0,3.0,5.0,1.0,former smoker,social drinker,5.0,less than an hour a day,1.0,female,right handed,no
192,5.0,5.0,2.0,1.0,2.0,1.0,5.0,1,1.0,4.0,1.0,3.0,current smoker,social drinker,3.0,few hours a day,3.0,female,right handed,no
193,5.0,5.0,3.0,1.0,2.0,2.0,1.0,2,4.0,3.0,1.0,3.0,tried smoking,never,3.0,few hours a day,4.0,male,right handed,no
194,5.0,1.0,2.0,1.0,1.0,2.0,3.0,3,4.0,2.0,3.0,1.0,current smoker,drink a lot,4.0,few hours a day,3.0,male,right handed,no
195,5.0,1.0,1.0,2.0,3.0,4.0,5.0,5,1.0,3.0,5.0,3.0,current smoker,never,3.0,few hours a day,4.0,male,right handed,yes
196,5.0,1.0,2.0,2.0,3.0,2.0,4.0,5,4.0,2.0,4.0,3.0,tried smoking,social drinker,3.0,few hours a day,4.0,female,right handed,yes
197,5.0,4.0,1.0,4.0,4.0,2.0,4.0,4,4.0,2.0,4.0,4.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,yes
198,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5,5.0,3.0,5.0,4.0,current smoker,drink a lot,2.0,few hours a day,4.0,male,right handed,no
199,5.0,3.0,3.0,1.0,2.0,2.0,2.0,4,3.0,3.0,3.0,3.0,former smoker,social drinker,2.0,less than an hour a day,5.0,male,right handed,no
200,4.0,5.0,3.0,1.0,2.0,3.0,1.0,2,1.0,1.0,3.0,4.0,tried smoking,social drinker,2.0,most of the day,3.0,male,right handed,no
201,5.0,5.0,4.0,3.0,3.0,3.0,1.0,5,1.0,3.0,5.0,1.0,tried smoking,social drinker,4.0,few hours a day,3.0,,right handed,yes
202,5.0,4.0,1.0,1.0,2.0,2.0,4.0,4,3.0,2.0,3.0,1.0,never smoked,never,2.0,few hours a day,5.0,male,right handed,yes
203,5.0,3.0,1.0,1.0,1.0,4.0,2.0,2,2.0,4.0,4.0,5.0,current smoker,social drinker,3.0,few hours a day,2.0,female,right handed,no
204,5.0,3.0,2.0,1.0,1.0,1.0,4.0,3,1.0,2.0,3.0,4.0,never smoked,drink a lot,3.0,few hours a day,1.0,female,right handed,no
205,5.0,2.0,3.0,2.0,4.0,5.0,1.0,1,1.0,1.0,3.0,4.0,never smoked,social drinker,4.0,few hours a day,3.0,female,right handed,yes
206,5.0,3.0,3.0,2.0,1.0,2.0,3.0,3,3.0,2.0,2.0,1.0,tried smoking,drink a lot,2.0,few hours a day,1.0,male,left handed,no
207,5.0,5.0,2.0,3.0,3.0,2.0,5.0,3,3.0,1.0,2.0,3.0,tried smoking,social drinker,4.0,few hours a day,1.0,female,right handed,no
208,5.0,5.0,1.0,5.0,5.0,2.0,5.0,4,4.0,4.0,1.0,2.0,current smoker,social drinker,3.0,less than an hour a day,2.0,female,right handed,no
209,5.0,3.0,4.0,3.0,1.0,4.0,5.0,4,2.0,1.0,4.0,5.0,never smoked,social drinker,2.0,few hours a day,3.0,male,right handed,no
210,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4,5.0,5.0,4.0,5.0,tried smoking,social drinker,5.0,few hours a day,5.0,male,right handed,no
211,5.0,4.0,1.0,2.0,2.0,5.0,5.0,5,5.0,5.0,5.0,1.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,no
212,5.0,1.0,1.0,1.0,1.0,2.0,4.0,4,2.0,1.0,3.0,3.0,tried smoking,drink a lot,3.0,most of the day,3.0,male,right handed,no
213,5.0,4.0,2.0,2.0,1.0,2.0,3.0,4,1.0,1.0,5.0,3.0,never smoked,social drinker,4.0,few hours a day,4.0,female,right handed,no
214,4.0,3.0,3.0,2.0,2.0,3.0,5.0,4,3.0,3.0,3.0,3.0,tried smoking,social drinker,3.0,less than an hour a day,3.0,female,right handed,no
215,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1,1.0,5.0,3.0,1.0,former smoker,social drinker,3.0,few hours a day,5.0,male,right handed,no
216,5.0,1.0,1.0,1.0,1.0,3.0,4.0,1,1.0,3.0,5.0,1.0,current smoker,drink a lot,3.0,few hours a day,5.0,female,right handed,yes
217,5.0,5.0,3.0,3.0,2.0,4.0,5.0,3,3.0,3.0,1.0,1.0,never smoked,social drinker,1.0,few hours a day,3.0,female,right handed,no
218,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1,2.0,4.0,3.0,2.0,tried smoking,social drinker,4.0,few hours a day,5.0,male,right handed,no
219,5.0,,1.0,1.0,1.0,3.0,1.0,1,1.0,3.0,2.0,1.0,current smoker,social drinker,5.0,less than an hour a day,5.0,male,right handed,no
220,5.0,5.0,1.0,3.0,2.0,2.0,2.0,3,2.0,1.0,4.0,3.0,tried smoking,drink a lot,4.0,few hours a day,2.0,male,right handed,no
221,5.0,4.0,1.0,2.0,1.0,1.0,2.0,2,1.0,1.0,3.0,3.0,current smoker,drink a lot,2.0,few hours a day,1.0,male,right handed,no
222,5.0,1.0,1.0,2.0,1.0,2.0,2.0,4,2.0,3.0,5.0,5.0,never smoked,social drinker,4.0,few hours a day,2.0,female,right handed,no
223,5.0,5.0,4.0,2.0,1.0,3.0,1.0,3,1.0,5.0,5.0,2.0,tried smoking,social drinker,2.0,few hours a day,5.0,female,right handed,yes
224,5.0,1.0,3.0,1.0,2.0,1.0,1.0,3,1.0,2.0,4.0,3.0,tried smoking,social drinker,2.0,few hours a day,1.0,male,right handed,no
225,5.0,3.0,1.0,2.0,2.0,2.0,4.0,4,2.0,1.0,4.0,2.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,no
226,5.0,5.0,5.0,5.0,3.0,5.0,1.0,2,3.0,5.0,3.0,5.0,tried smoking,social drinker,4.0,few hours a day,3.0,,right handed,no
227,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1,1.0,3.0,1.0,3.0,former smoker,social drinker,2.0,few hours a day,3.0,female,right handed,no
228,4.0,5.0,3.0,3.0,3.0,4.0,1.0,2,1.0,3.0,3.0,3.0,tried smoking,social drinker,4.0,few hours a day,1.0,female,right handed,no
229,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,3.0,2.0,2.0,tried smoking,social drinker,4.0,few hours a day,2.0,male,right handed,no
230,5.0,4.0,2.0,3.0,3.0,2.0,5.0,5,2.0,3.0,4.0,2.0,tried smoking,drink a lot,4.0,few hours a day,4.0,female,right handed,no
231,5.0,5.0,3.0,2.0,1.0,2.0,1.0,4,3.0,3.0,3.0,2.0,tried smoking,social drinker,4.0,few hours a day,5.0,female,right handed,yes
232,5.0,1.0,1.0,1.0,2.0,1.0,2.0,3,3.0,5.0,5.0,5.0,never smoked,social drinker,3.0,few hours a day,1.0,female,right handed,no
233,4.0,5.0,2.0,1.0,,4.0,4.0,2,1.0,5.0,3.0,3.0,current smoker,social drinker,3.0,few hours a day,2.0,female,right handed,no
234,4.0,5.0,2.0,1.0,3.0,1.0,4.0,4,4.0,1.0,5.0,4.0,never smoked,social drinker,4.0,few hours a day,2.0,female,right handed,no
235,5.0,3.0,1.0,1.0,2.0,1.0,2.0,5,3.0,1.0,1.0,2.0,tried smoking,never,3.0,few hours a day,3.0,female,right handed,yes
236,1.0,5.0,1.0,3.0,4.0,5.0,1.0,1,1.0,5.0,5.0,1.0,tried smoking,drink a lot,4.0,less than an hour a day,5.0,female,right handed,yes
237,5.0,5.0,1.0,1.0,5.0,1.0,5.0,1,4.0,3.0,3.0,5.0,former smoker,social drinker,2.0,few hours a day,3.0,female,right handed,no
238,5.0,3.0,3.0,1.0,2.0,2.0,4.0,2,2.0,2.0,4.0,2.0,former smoker,drink a lot,2.0,few hours a day,4.0,female,right handed,no
239,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5,3.0,5.0,3.0,4.0,former smoker,social drinker,3.0,less than an hour a day,4.0,female,left handed,yes
240,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3,3.0,5.0,3.0,2.0,former smoker,never,2.0,few hours a day,4.0,male,right handed,no
241,5.0,5.0,2.0,4.0,5.0,2.0,5.0,5,5.0,3.0,4.0,4.0,tried smoking,social drinker,5.0,few hours a day,4.0,female,right handed,yes
242,3.0,2.0,2.0,2.0,2.0,4.0,,3,3.0,2.0,5.0,1.0,never smoked,never,4.0,less than an hour a day,3.0,female,right handed,yes
243,,1.0,3.0,1.0,2.0,4.0,1.0,2,2.0,1.0,5.0,4.0,never smoked,social drinker,4.0,few hours a day,2.0,female,right handed,yes
244,5.0,5.0,5.0,3.0,3.0,2.0,5.0,4,5.0,3.0,5.0,4.0,tried smoking,social drinker,3.0,most of the day,1.0,female,right handed,yes
245,5.0,5.0,2.0,2.0,1.0,4.0,1.0,5,1.0,5.0,5.0,2.0,tried smoking,social drinker,3.0,less than an hour a day,4.0,female,right handed,no
246,5.0,5.0,1.0,1.0,1.0,1.0,4.0,4,4.0,5.0,4.0,1.0,tried smoking,never,3.0,few hours a day,5.0,male,right handed,yes
247,5.0,1.0,1.0,2.0,4.0,4.0,2.0,2,1.0,5.0,1.0,3.0,former smoker,drink a lot,3.0,few hours a day,1.0,female,right handed,yes
248,5.0,3.0,1.0,1.0,3.0,1.0,3.0,3,3.0,4.0,4.0,4.0,tried smoking,social drinker,4.0,few hours a day,5.0,female,right handed,no
249,5.0,5.0,3.0,1.0,1.0,1.0,5.0,2,2.0,3.0,3.0,5.0,never smoked,social drinker,4.0,no time at all,3.0,female,right handed,no
250,5.0,1.0,3.0,5.0,4.0,2.0,1.0,1,2.0,3.0,3.0,2.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,yes
251,5.0,5.0,3.0,3.0,1.0,5.0,1.0,3,2.0,2.0,5.0,3.0,tried smoking,social drinker,3.0,few hours a day,1.0,female,right handed,no
252,5.0,5.0,5.0,3.0,3.0,2.0,4.0,1,3.0,3.0,3.0,2.0,never smoked,social drinker,3.0,few hours a day,3.0,female,right handed,yes
253,5.0,1.0,3.0,2.0,1.0,3.0,3.0,1,2.0,1.0,2.0,2.0,tried smoking,social drinker,2.0,few hours a day,1.0,female,left handed,yes
254,5.0,5.0,1.0,1.0,1.0,2.0,5.0,4,3.0,1.0,1.0,1.0,current smoker,social drinker,3.0,few hours a day,1.0,female,right handed,no
255,5.0,3.0,1.0,2.0,1.0,4.0,3.0,2,1.0,1.0,5.0,3.0,never smoked,social drinker,4.0,few hours a day,1.0,female,right handed,no
256,5.0,1.0,1.0,3.0,3.0,1.0,5.0,5,3.0,5.0,5.0,3.0,current smoker,social drinker,3.0,few hours a day,5.0,female,right handed,no
257,5.0,1.0,3.0,1.0,1.0,4.0,2.0,5,2.0,3.0,4.0,3.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,no
258,5.0,2.0,1.0,1.0,4.0,4.0,1.0,3,3.0,2.0,1.0,5.0,tried smoking,social drinker,2.0,most of the day,1.0,female,right handed,yes
259,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1,1.0,1.0,5.0,1.0,current smoker,social drinker,3.0,few hours a day,3.0,male,right handed,no
260,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3.0,3.0,3.0,tried smoking,never,3.0,few hours a day,3.0,male,right handed,yes
261,5.0,5.0,2.0,1.0,3.0,3.0,3.0,3,2.0,5.0,4.0,3.0,never smoked,social drinker,3.0,few hours a day,4.0,female,right handed,no
262,5.0,3.0,3.0,2.0,1.0,2.0,4.0,5,3.0,1.0,4.0,4.0,former smoker,social drinker,4.0,few hours a day,2.0,female,right handed,no
263,5.0,3.0,1.0,1.0,4.0,2.0,4.0,1,4.0,1.0,2.0,1.0,current smoker,drink a lot,3.0,few hours a day,3.0,female,right handed,no
264,3.0,5.0,3.0,,1.0,3.0,4.0,1,3.0,3.0,3.0,5.0,former smoker,social drinker,3.0,few hours a day,1.0,female,right handed,no
265,5.0,5.0,1.0,2.0,3.0,1.0,4.0,3,1.0,1.0,2.0,3.0,tried smoking,social drinker,3.0,most of the day,3.0,female,right handed,no
266,5.0,4.0,1.0,5.0,4.0,1.0,3.0,3,2.0,1.0,3.0,3.0,tried smoking,social drinker,4.0,few hours a day,5.0,female,right handed,no
267,5.0,5.0,1.0,1.0,1.0,3.0,1.0,2,1.0,1.0,1.0,1.0,never smoked,never,2.0,few hours a day,3.0,female,left handed,no
268,5.0,5.0,1.0,2.0,4.0,2.0,5.0,4,2.0,5.0,4.0,3.0,never smoked,never,3.0,few hours a day,3.0,female,right handed,no
269,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2,2.0,2.0,4.0,3.0,tried smoking,social drinker,2.0,few hours a day,1.0,female,right handed,no
270,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5,4.0,5.0,5.0,4.0,current smoker,social drinker,3.0,few hours a day,3.0,female,right handed,no
271,5.0,5.0,3.0,3.0,3.0,1.0,2.0,4,2.0,4.0,4.0,4.0,never smoked,social drinker,3.0,less than an hour a day,4.0,male,right handed,yes
272,5.0,5.0,1.0,1.0,3.0,2.0,2.0,1,2.0,5.0,2.0,4.0,former smoker,social drinker,3.0,less than an hour a day,3.0,female,right handed,no
273,5.0,1.0,2.0,2.0,3.0,1.0,4.0,5,5.0,3.0,2.0,2.0,former smoker,drink a lot,4.0,few hours a day,4.0,female,right handed,no
274,5.0,4.0,1.0,3.0,5.0,5.0,4.0,4,5.0,5.0,5.0,2.0,current smoker,social drinker,2.0,few hours a day,1.0,female,right handed,yes
275,5.0,2.0,1.0,1.0,3.0,5.0,4.0,1,1.0,3.0,2.0,2.0,former smoker,drink a lot,2.0,few hours a day,3.0,female,right handed,no
276,5.0,1.0,1.0,1.0,1.0,1.0,3.0,4,2.0,1.0,5.0,2.0,tried smoking,never,3.0,few hours a day,3.0,female,right handed,no
277,5.0,1.0,2.0,1.0,1.0,2.0,5.0,2,2.0,1.0,1.0,1.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,yes
278,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,3.0,tried smoking,social drinker,4.0,few hours a day,5.0,male,right handed,no
279,5.0,5.0,4.0,2.0,4.0,5.0,2.0,4,3.0,5.0,4.0,1.0,current smoker,social drinker,3.0,few hours a day,5.0,female,right handed,no
280,5.0,4.0,3.0,2.0,3.0,1.0,5.0,1,1.0,1.0,1.0,1.0,current smoker,social drinker,3.0,few hours a day,2.0,female,right handed,no
281,5.0,5.0,1.0,1.0,2.0,5.0,2.0,1,1.0,3.0,4.0,3.0,former smoker,drink a lot,3.0,few hours a day,4.0,male,right handed,no
282,5.0,5.0,3.0,4.0,3.0,3.0,5.0,5,5.0,3.0,2.0,5.0,tried smoking,never,3.0,less than an hour a day,3.0,female,right handed,no
283,5.0,1.0,1.0,4.0,1.0,2.0,1.0,5,1.0,1.0,2.0,2.0,never smoked,social drinker,3.0,few hours a day,5.0,male,right handed,no
284,1.0,4.0,1.0,1.0,1.0,4.0,3.0,3,1.0,1.0,3.0,3.0,never smoked,social drinker,3.0,most of the day,4.0,male,right handed,no
285,5.0,5.0,1.0,2.0,2.0,2.0,5.0,3,3.0,3.0,3.0,3.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,no
286,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5,4.0,3.0,3.0,3.0,former smoker,social drinker,1.0,few hours a day,4.0,female,right handed,no
287,5.0,4.0,2.0,2.0,3.0,3.0,5.0,5,2.0,4.0,3.0,3.0,former smoker,social drinker,3.0,few hours a day,4.0,female,right handed,yes
288,5.0,3.0,1.0,4.0,1.0,2.0,3.0,3,2.0,2.0,1.0,1.0,tried smoking,never,3.0,few hours a day,3.0,male,left handed,no
289,5.0,4.0,1.0,1.0,2.0,2.0,1.0,1,1.0,1.0,1.0,2.0,current smoker,drink a lot,2.0,most of the day,4.0,male,right handed,yes
290,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1,3.0,4.0,4.0,2.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,no
291,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2,1.0,2.0,2.0,4.0,tried smoking,social drinker,3.0,few hours a day,3.0,male,right handed,no
292,5.0,5.0,2.0,2.0,1.0,1.0,4.0,4,4.0,4.0,4.0,1.0,never smoked,social drinker,4.0,few hours a day,3.0,female,right handed,no
293,5.0,5.0,1.0,1.0,4.0,1.0,2.0,2,2.0,3.0,4.0,5.0,tried smoking,never,1.0,few hours a day,1.0,female,right handed,yes
294,5.0,5.0,1.0,1.0,3.0,1.0,5.0,2,2.0,2.0,3.0,4.0,former smoker,never,2.0,less than an hour a day,3.0,female,right handed,no
295,5.0,5.0,4.0,2.0,3.0,4.0,3.0,5,4.0,4.0,5.0,4.0,tried smoking,drink a lot,4.0,few hours a day,3.0,female,right handed,no
296,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1,1.0,3.0,1.0,1.0,former smoker,drink a lot,3.0,few hours a day,5.0,male,right handed,no
297,5.0,3.0,1.0,1.0,2.0,2.0,1.0,1,1.0,2.0,2.0,3.0,former smoker,social drinker,3.0,few hours a day,4.0,male,right handed,yes
298,5.0,5.0,1.0,2.0,5.0,5.0,3.0,5,3.0,4.0,4.0,5.0,tried smoking,drink a lot,3.0,less than an hour a day,3.0,female,right handed,no
299,5.0,4.0,3.0,2.0,4.0,3.0,5.0,5,5.0,5.0,3.0,5.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
300,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,2.0,tried smoking,social drinker,3.0,most of the day,5.0,female,right handed,no
301,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,3.0,never smoked,social drinker,4.0,few hours a day,4.0,male,right handed,no
302,5.0,1.0,3.0,5.0,3.0,1.0,1.0,5,5.0,5.0,5.0,4.0,tried smoking,social drinker,4.0,less than an hour a day,1.0,female,right handed,no
303,4.0,5.0,5.0,1.0,1.0,2.0,4.0,4,4.0,2.0,3.0,1.0,never smoked,social drinker,4.0,few hours a day,2.0,female,right handed,no
304,5.0,1.0,1.0,1.0,2.0,3.0,3.0,3,1.0,4.0,2.0,1.0,current smoker,social drinker,1.0,few hours a day,3.0,female,right handed,yes
305,5.0,5.0,5.0,4.0,3.0,5.0,2.0,5,1.0,3.0,4.0,3.0,current smoker,social drinker,3.0,few hours a day,4.0,female,right handed,yes
306,5.0,5.0,3.0,3.0,2.0,5.0,5.0,2,3.0,1.0,5.0,4.0,never smoked,social drinker,4.0,few hours a day,4.0,female,right handed,no
307,5.0,1.0,1.0,5.0,2.0,1.0,5.0,4,1.0,1.0,4.0,4.0,never smoked,never,4.0,few hours a day,1.0,female,right handed,no
308,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4,5.0,5.0,3.0,2.0,tried smoking,never,4.0,few hours a day,4.0,female,right handed,yes
309,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1.0,2.0,2.0,3.0,never smoked,never,3.0,few hours a day,3.0,female,right handed,yes
310,5.0,5.0,3.0,1.0,2.0,1.0,3.0,3,1.0,1.0,1.0,2.0,tried smoking,social drinker,4.0,few hours a day,3.0,male,right handed,no
311,5.0,2.0,1.0,1.0,1.0,1.0,5.0,1,1.0,3.0,1.0,2.0,former smoker,social drinker,4.0,few hours a day,1.0,female,right handed,yes
312,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2,1.0,1.0,3.0,3.0,tried smoking,social drinker,3.0,few hours a day,5.0,male,right handed,no
313,5.0,3.0,3.0,2.0,1.0,1.0,5.0,5,5.0,1.0,3.0,3.0,current smoker,social drinker,4.0,few hours a day,2.0,female,right handed,no
314,5.0,5.0,2.0,1.0,1.0,3.0,2.0,3,3.0,3.0,5.0,2.0,never smoked,never,4.0,few hours a day,3.0,male,right handed,no
315,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5,5.0,3.0,4.0,4.0,tried smoking,social drinker,4.0,few hours a day,5.0,male,left handed,no
316,5.0,5.0,1.0,3.0,3.0,2.0,3.0,3,2.0,3.0,3.0,3.0,former smoker,social drinker,3.0,less than an hour a day,5.0,female,right handed,yes
317,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0,3.0,tried smoking,social drinker,4.0,few hours a day,4.0,male,right handed,no
318,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5.0,3.0,5.0,3.0,never smoked,social drinker,3.0,less than an hour a day,3.0,female,right handed,yes
319,5.0,3.0,2.0,1.0,2.0,4.0,5.0,5,4.0,1.0,4.0,5.0,former smoker,social drinker,5.0,few hours a day,4.0,female,left handed,no
320,5.0,3.0,1.0,2.0,2.0,2.0,1.0,4,1.0,2.0,1.0,5.0,tried smoking,social drinker,4.0,few hours a day,3.0,male,right handed,no
321,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5,3.0,3.0,5.0,2.0,never smoked,never,4.0,few hours a day,2.0,female,right handed,yes
322,5.0,5.0,3.0,3.0,3.0,2.0,2.0,5,2.0,4.0,5.0,1.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,no
323,5.0,5.0,1.0,1.0,3.0,2.0,4.0,4,1.0,2.0,5.0,4.0,never smoked,social drinker,3.0,few hours a day,2.0,male,left handed,no
324,5.0,3.0,3.0,2.0,2.0,1.0,2.0,3,4.0,3.0,4.0,5.0,never smoked,social drinker,4.0,few hours a day,3.0,female,right handed,no
325,5.0,5.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,3.0,4.0,tried smoking,social drinker,4.0,less than an hour a day,4.0,male,right handed,no
326,5.0,4.0,2.0,4.0,2.0,2.0,1.0,1,1.0,1.0,3.0,2.0,never smoked,social drinker,4.0,few hours a day,5.0,female,right handed,yes
327,5.0,5.0,5.0,4.0,2.0,4.0,5.0,5,3.0,1.0,2.0,3.0,tried smoking,social drinker,3.0,few hours a day,4.0,female,right handed,no
328,5.0,1.0,5.0,1.0,1.0,4.0,1.0,3,1.0,3.0,3.0,3.0,tried smoking,social drinker,3.0,few hours a day,5.0,male,right handed,yes
329,5.0,4.0,3.0,2.0,2.0,2.0,2.0,3,3.0,4.0,4.0,3.0,never smoked,drink a lot,3.0,few hours a day,4.0,female,right handed,no
330,5.0,5.0,3.0,5.0,4.0,3.0,5.0,3,,4.0,4.0,5.0,tried smoking,social drinker,3.0,few hours a day,1.0,female,right handed,yes
331,5.0,5.0,1.0,1.0,2.0,1.0,3.0,3,1.0,1.0,1.0,2.0,former smoker,social drinker,3.0,few hours a day,3.0,male,right handed,yes
332,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4,2.0,5.0,5.0,1.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
333,5.0,5.0,3.0,1.0,1.0,4.0,3.0,3,3.0,1.0,3.0,2.0,never smoked,never,5.0,few hours a day,3.0,female,right handed,yes
334,5.0,2.0,3.0,2.0,1.0,1.0,4.0,1,1.0,4.0,4.0,3.0,never smoked,never,4.0,few hours a day,2.0,female,right handed,no
335,5.0,3.0,1.0,1.0,1.0,3.0,1.0,2,1.0,1.0,2.0,2.0,tried smoking,social drinker,2.0,few hours a day,2.0,male,right handed,no
336,5.0,4.0,4.0,1.0,1.0,4.0,5.0,5,4.0,1.0,5.0,3.0,never smoked,never,4.0,few hours a day,3.0,male,left handed,no
337,5.0,5.0,3.0,1.0,1.0,4.0,3.0,1,1.0,1.0,1.0,2.0,tried smoking,drink a lot,1.0,few hours a day,3.0,male,right handed,no
338,5.0,1.0,3.0,5.0,5.0,4.0,2.0,5,3.0,5.0,4.0,5.0,never smoked,social drinker,3.0,few hours a day,4.0,female,left handed,no
339,5.0,5.0,3.0,4.0,3.0,2.0,2.0,5,2.0,4.0,5.0,1.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,no
340,5.0,1.0,1.0,4.0,4.0,4.0,5.0,4,1.0,3.0,5.0,1.0,tried smoking,social drinker,3.0,few hours a day,4.0,female,right handed,no
341,5.0,2.0,1.0,4.0,4.0,1.0,5.0,5,5.0,5.0,5.0,2.0,former smoker,social drinker,2.0,most of the day,5.0,male,right handed,no
342,5.0,5.0,2.0,2.0,3.0,2.0,5.0,2,2.0,4.0,1.0,3.0,tried smoking,social drinker,4.0,most of the day,2.0,female,right handed,yes
